GrossAction,GrossAdventure,GrossAnimation,GrossComedy,GrossCrime,GrossDocumentary,GrossDrama,GrossFamily,GrossFantasy,GrossFilm-Noir,GrossHistory,GrossHorror,GrossMusic,GrossMusical,GrossMystery,GrossRomance,GrossSci-Fi,GrossSport,GrossThriller,GrossWar,GrossWestern
75434513.46,,,,,,,,,,,,,,,75434513.46,,,75434513.46,,
21614624.93,,,21614624.93,21614624.93,,,,,,,,,,,,,,21614624.93,,
,,,,,,18699349.15,,,,,,,,,,18699349.15,,18699349.15,,
,,,15684386.12,,,,,,,,,,,,,,,,,
190202363.3,190202363.3,,,,,,,,,,,,,,,,,,,
36389831.88,,,36389831.88,,,,,,,,,,,,,36389831.88,,,,
,,,,,,20233828.34,,,,20233828.34,,,,,,,,,,
,4271.175395,4271.175395,4271.175395,,,,4271.175395,4271.175395,,,,,,,,,,,,
,35204563.3,,35204563.3,,,,35204563.3,35204563.3,,,,,,,,35204563.3,,,,
,74145541.83,74145541.83,74145541.83,,,,74145541.83,74145541.83,,,,,,,,,,,,
,,,,,,22320708.66,,,,,,,,22320708.66,22320708.66,,,22320708.66,,
21140058.11,,,,21140058.11,,21140058.11,,,,,,,,,,,,21140058.11,,
,2140550.055,,,,,,,,,,,,,2140550.055,,,,2140550.055,,
57416315.8,,,,,,57416315.8,,,,,,,,,,,,57416315.8,57416315.8,
,,,,,,5924543.461,,,,,5924543.461,,,,,5924543.461,,5924543.461,,
,,,39123565.78,,,,,,,,,,,,,,,,,
,,,49761745.62,,,,49761745.62,,,,,,,,49761745.62,49761745.62,,,,
,,,,,,70999383.85,,,,,,,,,70999383.85,,,,,
,,,,27082334.13,,27082334.13,,,,,,,,27082334.13,,,,27082334.13,,
135384514.3,135384514.3,135384514.3,135384514.3,,,,135384514.3,135384514.3,,,,,,,,135384514.3,,,,
44487278.7,,,,,,44487278.7,,,,,,,,,,,,44487278.7,,
39848446.49,39848446.49,,39848446.49,39848446.49,,,,,,,,39848446.49,,39848446.49,,,,,,
,,,19536278.72,,,,,,,,,,,,19536278.72,,,,,
12556347.34,,,,12556347.34,,,,,,,,,,,,,,12556347.34,,
,114557752.2,114557752.2,114557752.2,,,,114557752.2,,,,,,,,,114557752.2,,,,
,,,,,,10833485.36,,,,,,,,,,,10833485.36,,,
103842.495,103842.495,,,,,103842.495,103842.495,,,,,,,,,,,,,
31206.59548,,,31206.59548,,,31206.59548,,,,,,,,,,,,,31206.59548,
,,,6649233.326,,,6649233.326,,,,,,,,,,,,,,
6958597.633,6958597.633,,,,,,,6958597.633,,,,,,,,,,,6958597.633,
,,,,,,15554665.01,,,,,,,,,,15554665.01,,15554665.01,,
,,,,,,8383590.338,,,,8383590.338,,,,,,,,,8383590.338,
28287506.1,28287506.1,,,,,,,28287506.1,,,,,,,,,,,,
,,,50900930.47,,,50900930.47,,,,,,,,,,,,,,
,,,36351705.26,,,,,,,,,,,,36351705.26,,36351705.26,,,
84186763.66,84186763.66,,84186763.66,,,,,84186763.66,,,,,,,,,,,,
,,,39515454.11,,,39515454.11,,,,,,,,,39515454.11,,,,,
,30910089.45,,30910089.45,,,30910089.45,,,,,,,,,,,,,,
23227520.2,,,,,,,,,,,,,,,,23227520.2,,23227520.2,,
,,,,,,50999888.52,,50999888.52,,,,,,50999888.52,,,,50999888.52,,
6486398.112,,,6486398.112,,,,,,,,,,,,,6486398.112,,,,
31504446.41,,,,,,,,31504446.41,,,31504446.41,,,,,31504446.41,,31504446.41,,
39743214.78,,,,,,,,39743214.78,,,39743214.78,,,,,,,,,
16391714.09,16391714.09,,16391714.09,,,16391714.09,,,,,,,,,,,,16391714.09,,
,,,8998016.797,,,8998016.797,,,,,,,,,8998016.797,,,,,
,60793640.82,,60793640.82,,,60793640.82,,60793640.82,,,,,,,60793640.82,,,,,
,,,,27167197.45,,27167197.45,,,,,,,,27167197.45,,,,27167197.45,,
27766.35776,,,27766.35776,27766.35776,,,,,,,,,,,,,,27766.35776,,
,,,46401909.83,46401909.83,,,,,,,,,,,46401909.83,,,,,
,,,,,,,,,,,,,,17314248.01,,,,17314248.01,,
,,,,,,76769747.84,,,,,,,,,,,76769747.84,,,
29362635.38,,,,,,,,,,,29362635.38,,,,,,,29362635.38,,
,,,,1246763.799,,1246763.799,,,,,,,,,1246763.799,,,1246763.799,,
,,,,,,3589967.013,,,,,,,,,3589967.013,,,,,
,5138872.439,,,5138872.439,,5138872.439,,,,,,,,,5138872.439,,,,,
,,,,1666867.733,,1666867.733,,,,,,,,,,,,1666867.733,,
,,,,,,15664171.41,,,,,,,,,,,,,,
92942420.96,92942420.96,,,,,,,,,,,,,92942420.96,,92942420.96,,,,
500668.8623,500668.8623,,,,,500668.8623,,,,500668.8623,,,,,500668.8623,,,,,
,,,,30048062.58,,30048062.58,,,,,,,,,,,,30048062.58,,
,,,33534393.4,,,33534393.4,,,,,,,,,33534393.4,,,,,
35424986.24,,,,35424986.24,,35424986.24,,,,,,,,35424986.24,,,,35424986.24,,
55559711.59,,,55559711.59,55559711.59,,,,,,,,,,,,,,55559711.59,,
,,,,,,35904744.28,,,,,,35904744.28,,,,,,,,
16054125.41,16054125.41,,,,,,,16054125.41,,,,,,,,,,,,
,4013531.353,,,,,4013531.353,,,,,,,,,4013531.353,,,,4013531.353,
,,,,26825834.41,,26825834.41,,,,,,,,26825834.41,,,,26825834.41,,
26015891.34,,,,,,,,,,,,,,,,,,26015891.34,,
,,,24132364.37,,,,,,,,,,24132364.37,,,,,,,
581267.0383,,,,581267.0383,,581267.0383,,,,,,,,,,,,,,
30327196.43,30327196.43,,,,,,,,,,,,,,,30327196.43,,,,
35128113.13,,,35128113.13,,,,,35128113.13,,,,,,,35128113.13,,,,,
,,,,,,20991014.51,,,,,,,,20991014.51,20991014.51,,,20991014.51,,
76644883.68,76644883.68,,,,,,,,,,,,,,,76644883.68,,,,
,47834619.53,47834619.53,47834619.53,,,,47834619.53,,,,,,,,,47834619.53,,,,
48366735.58,,,,48366735.58,,,,,,,,,,,,,,48366735.58,,
7146914.639,,,7146914.639,7146914.639,,,,,,,,,,,,,,7146914.639,,
52423452.09,,,52423452.09,,,,,,,,,,,,52423452.09,,,52423452.09,,
,9607461.249,,,,,,,9607461.249,,,,,,9607461.249,,,,9607461.249,,
35084339.57,,,,35084339.57,,35084339.57,,,,,,,,35084339.57,,,,35084339.57,,
27050570.46,27050570.46,,,,,27050570.46,,,,,,,,,,,,27050570.46,,
24632682.48,24632682.48,,24632682.48,,,,,24632682.48,,,,,,,,,,,,
,,,,,,55210.55373,,,,,,,,,55210.55373,,,,,
103402878.5,,,,,,,,,,,103402878.5,,,,,103402878.5,,103402878.5,,
,,,22743344.33,,,,,,,,,,,,,,,,,
10368961.76,,,10368961.76,10368961.76,,,,,,,,,,,,,,,,
,23309113.15,,23309113.15,,,,,23309113.15,,,,,,,,,,,,
,,,22764.28247,,,22764.28247,,,,,,,,,22764.28247,,,,,
,,,,4580735.613,,4580735.613,,,,4580735.613,,,,,,,,,,4580735.613
8978872.42,,,,8978872.42,,8978872.42,,,,,,,,,,,,8978872.42,,
,,,,,,31468234.54,,,,,,,,,,,,31468234.54,,
,,,,,,49780627.21,,,,,,,,,,,,49780627.21,,
,,,21018082.27,21018082.27,,,,,,,,,,,,,,21018082.27,,
46622923.07,46622923.07,,46622923.07,,,,,,,,,,,,,,,,,
,,,35245114.13,,,35245114.13,,,,,,,,,35245114.13,,35245114.13,,,
,,,,105032474.7,,105032474.7,,,,,,,,,,,,,,
10918984.38,,,,10918984.38,,10918984.38,,,,,,,,10918984.38,,,,10918984.38,,
,,,12303757.26,,,,12303757.26,12303757.26,,,,,,,,,,,,
90520021.06,90520021.06,,,,,,90520021.06,90520021.06,,,,,,,,,,,,
,,,,,,,,32538005.22,,,32538005.22,,,32538005.22,32538005.22,,,,,
,,,,1085370.184,,1085370.184,,,,,,,,1085370.184,,,,1085370.184,,
20662671.45,,,,,,20662671.45,,,,20662671.45,,,,,,,,,20662671.45,
,,,,,,12232486.89,,,,,,,,,,12232486.89,,,,
,106353829.4,,,,,106353829.4,,,,,,,,,,106353829.4,,106353829.4,,
18217447.18,,,,,,,,,,,,,,,,,,,,18217447.18
15688030.1,15688030.1,,,,,,,15688030.1,,,,,,,,,,15688030.1,,
,,,,164921.2244,,164921.2244,,,,,,,,164921.2244,,,,,,
64140789.22,64140789.22,,,,,,,,,,,,,,,64140789.22,,,,
,,,,,,1008847.367,,,,,,,,,,,,1008847.367,,
,,,6429634.103,,,,6429634.103,,,,,,,,,,,,,
,107968103.3,,,,,107968103.3,,,,,,,,,,107968103.3,,,,
,114838.4463,,,,,,,,,,,,,,,,,,114838.4463,114838.4463
1930317.46,1930317.46,,,,,,,1930317.46,,,1930317.46,,,,,,,,,
4756496.477,,,,4756496.477,,4756496.477,,,,,,,,,4756496.477,,,4756496.477,,
,,,,5763419.146,,,,,,,5763419.146,,,5763419.146,,,,5763419.146,,
,,,,,,19257897.8,,,,19257897.8,,,,,19257897.8,,,,,
,4335645.046,,,,,4335645.046,,4335645.046,,,,,,,,,,,,
,,,,1914579.159,,1914579.159,,,,1914579.159,,,,,,,,1914579.159,,
43769019.45,,,,43769019.45,,,,,,,,,,,,,,43769019.45,,
,,88334741.86,,,,,88334741.86,88334741.86,,,,88334741.86,,,,,,,,
,,,,,,,3568338.69,3568338.69,,,,3568338.69,,,,,,,,
,1028378.126,,1028378.126,,,1028378.126,,,,,,,,,1028378.126,,,1028378.126,1028378.126,
,64270.66393,,,,,64270.66393,,,,,,,,,,,,,,
,,,,,,7847214.961,,,,,,,,7847214.961,,7847214.961,,7847214.961,,
,,,,,,,,,,,,,,27232677.68,,,,27232677.68,,
12852370.5,,,,,,12852370.5,,12852370.5,,,12852370.5,,,,,,,12852370.5,,
14032497.07,14032497.07,,,,,,14032497.07,,,,,,,,,14032497.07,,,,
,,,,,,59004312.7,,,,59004312.7,,,,,,,,59004312.7,,
170242243.7,170242243.7,,,,,,,,,,,,,,,170242243.7,,170242243.7,,
74648864.8,74648864.8,,,,,,,,,,,,,,,,,,,
11641599.35,,,,11641599.35,,,,,,,,,,11641599.35,,,,11641599.35,,
,,,44725611.57,,,,,,,,,,,,,,,,,
17261141.52,,,,17261141.52,,,,,,,,,,,,,,17261141.52,,
,,,12975835.18,,,12975835.18,,,,,,,,,,,12975835.18,,,
,,,,,,8691385.682,,,,8691385.682,,,,,,,,,,
28852788.18,,,,28852788.18,,28852788.18,,,,,,,,28852788.18,,,,28852788.18,,
13276608.35,,,,13276608.35,,13276608.35,,,,,,,,,,,,13276608.35,,13276608.35
60007728.35,60007728.35,,,,,,,,,,,,,,60007728.35,,,60007728.35,,
,,,150469.3703,,,150469.3703,,,,,,,,,150469.3703,,150469.3703,,,
,,,,,,570524.6286,,,,,,,,,570524.6286,,,,,570524.6286
,,,,,,4826006.403,,,,4826006.403,,,,,,,,4826006.403,,
,,,,,,20124529.6,,,,,,,,,,,,20124529.6,,
,148504638.6,148504638.6,148504638.6,,,,148504638.6,,,,,,,,,,,,,
,,,,2003622.798,,2003622.798,,,,,,2003622.798,,,,,,2003622.798,,
45268074.4,,,,45268074.4,,45268074.4,,,,,,,,,,,,45268074.4,,
,,,3135530.559,,,3135530.559,,,,,,,,,3135530.559,,,,,
,,,,,,12460723.81,,,,12460723.81,,,,,12460723.81,,,,,
75396963.39,,,,75396963.39,,,,,,,,,,,,,,75396963.39,,
62096982.72,62096982.72,62096982.72,,,,,62096982.72,62096982.72,,,,,,,,,,,,
,,,1230633.327,,,1230633.327,,,,,,,,,,,,,,
,,,,,,1340881.01,,,,,,,,,,,,,,
16899975.27,16899975.27,,,,,,,,,,,,,,,16899975.27,,,,
11583645.71,,,,,,,,,,,11583645.71,,,,,11583645.71,,,,
162578558.7,,,,,,,,,,,,,,,,,,,,
,,,7576362.054,,,,,,,,,,,,7576362.054,,,,,
21405500.55,21405500.55,,,,,,,,,,,,,,,,,,,21405500.55
,,,,,,10629915.78,,,,,,,,,,,,,,
,,,,,,7215837.401,,,,,,,,7215837.401,,,,7215837.401,,
,,,,43044.80331,,43044.80331,,,,,,,,,,,,43044.80331,,
92408580.13,,,,,,92408580.13,,,,,,,,,,92408580.13,92408580.13,,,
55668745.87,,,,,,55668745.87,,,,,,,,,,,,55668745.87,,
,,,,,,17372857.14,,17372857.14,,,,,,,,,,17372857.14,,
,33941205.02,33941205.02,33941205.02,,,,33941205.02,33941205.02,,,,,,,,,,,,
,,,,,,17099750.29,,,,,,,,,,,,17099750.29,17099750.29,
,,,58740781.63,,,58740781.63,,,,,,,,,,,,,,
,,,76277518.72,,,,,,,,,,,,76277518.72,,,,,
119679176.1,,,119679176.1,,,,,119679176.1,,,,,,,,119679176.1,,,,
,,,,32455860.27,,32455860.27,,,,,,,,,,,,32455860.27,,
,4311039.895,,,,,,,,,,,,,,,4311039.895,,4311039.895,,
15059052.13,,,,15059052.13,,15059052.13,,,,,,,,,,,,15059052.13,,
,4965.463255,,,,,,4965.463255,4965.463255,,,,,,,,,,,,
23809216.77,,,23809216.77,,,,,,,,,,,,,,,,,
26227680.28,,,,26227680.28,,,,,,,,,,26227680.28,,26227680.28,,26227680.28,,
,,,,,,52519467,,,,,,,,,,,52519467,,,
,,,,,,3397491.904,,,,,,,,,,,,3397491.904,,
,87545350.95,,,,,87545350.95,87545350.95,87545350.95,,,,,,,,,,,,
,33898239.88,33898239.88,33898239.88,,,33898239.88,33898239.88,33898239.88,,,,,33898239.88,,,,,,,
70310366.68,,,,,,,,,,,,,,,,,,70310366.68,,
,760363.625,,,,,760363.625,,,,,,,,,,,,,,
,,,39933251.3,,,39933251.3,,,,,,,,,,,,,,
11706464.06,,,,,,,,,,,11706464.06,,,11706464.06,,11706464.06,,11706464.06,,
65550489.63,65550489.63,,65550489.63,65550489.63,,,,,,,,,,65550489.63,,,,65550489.63,,
,,,8437998.334,,,8437998.334,,,,,,8437998.334,,,,,,,,
133120350.8,133120350.8,,133120350.8,133120350.8,,,,,,,,,,,,,,,,
,,,,,,42490125.87,,,,42490125.87,,,,,,,42490125.87,,,
,10402680.1,,,,,10402680.1,,,,,,,,,,,,10402680.1,,
,94550092.8,,94550092.8,,,,94550092.8,,,,,,,,,,,,,
121874506,,,,,,121874506,,,,,,,,121874506,,121874506,,,,
30537487.72,,,,30537487.72,,30537487.72,,,,,,,,,,,,30537487.72,,
,59764584.21,,,,,59764584.21,,,,,59764584.21,,,,,,,59764584.21,,
,,,10481192.48,,,,,,,,,,,,,,,,,
1609051.467,,,,,,1609051.467,,,,,,,,,,1609051.467,,1609051.467,,
,,,50484406.03,,,50484406.03,,,,,,,,,,,,,,
,,,,,,144023747.6,,144023747.6,,,,,,,144023747.6,,,,,
,,,10295336.42,10295336.42,,,,,,,,,,10295336.42,10295336.42,,,,,
,32894528.79,32894528.79,32894528.79,,,,32894528.79,,,,,,,,,,,,,
10787371.03,,,,10787371.03,,10787371.03,,,,,,,,,,,,10787371.03,,
,,,33032748.25,,,,,,,,,,,,33032748.25,,,,,
,,,40900310.55,,,40900310.55,,,,,,,,,,,,,,
,,,,86457.62063,,86457.62063,,,86457.62063,,,,,86457.62063,,,,86457.62063,,
29231057.76,,,29231057.76,,,,,29231057.76,,,,,,,,,,,,
15365978.58,,,,15365978.58,,15365978.58,,,,15365978.58,,,,,,,,,,15365978.58
19705185.65,,,,19705185.65,,,,,,,,,,,,,,19705185.65,,
,,,,,,6586995.998,,,,,,,,,6586995.998,,,,,
,,,,,,3471947.99,,,,,,,,3471947.99,,3471947.99,,3471947.99,,
579474.0629,579474.0629,,,,,,,,,,,,,,,,,,,
,,,,,,6386391.804,,,,,,,,,,,6386391.804,,,
,,,,43098763.83,,,,,,,,,,43098763.83,,,,43098763.83,,
103929474.8,103929474.8,,,,,103929474.8,,,,,,,,,,,,,,
,,,,,,467602.5923,,,,467602.5923,,,,,,,467602.5923,,,
,,,22971223.08,,,,22971223.08,,,,,22971223.08,22971223.08,,,,,,,
,,,,,,5868828.559,,,,,,5868828.559,,,5868828.559,,,,,
,,,37813593.02,,,,,,,,,,,,,,37813593.02,,,
,,,2177112.514,,,,,,,,,2177112.514,,,,,,,,
27265775.74,,,27265775.74,27265775.74,,,,,,,,,,,,,,,,
,,,,,,28556323.66,,28556323.66,,,,,28556323.66,,28556323.66,,,,,
33475965.8,,,,33475965.8,,33475965.8,,,,,,,,,,,,33475965.8,,
27133930.84,,,,27133930.84,,27133930.84,,,,,,,,,,,,27133930.84,,
,,,,,,65956263.12,,,,,,,65956263.12,,65956263.12,,,65956263.12,,
7042267.598,,,7042267.598,7042267.598,,7042267.598,,,,,,,,,,,,7042267.598,,
44859445.31,,,,,,,,,,,44859445.31,,,,,44859445.31,,44859445.31,,
,,,,,,18127817.79,,,,18127817.79,,,,,,,,,18127817.79,
,,,,,,49862528.35,,49862528.35,,,,,,,,,,49862528.35,,
1533048.058,,,,,,1533048.058,,,,,,,,,,,,,,1533048.058
97612197.95,,,,,,,,97612197.95,,,97612197.95,,,97612197.95,,,,,,
,,,21635468.47,,,,,,,,,,,,21635468.47,,,,,
,,,,11217945.03,,11217945.03,,,,,,,,11217945.03,,,,11217945.03,,
,,,,,,17593472.49,,,,,,,,,,,,17593472.49,17593472.49,
,,,,914979.3616,,914979.3616,,,,,,,,914979.3616,,,,914979.3616,,
,,,2856435.173,,,2856435.173,2856435.173,,,,,,,,,,,,,
,,,5843929.863,,,,,5843929.863,,,5843929.863,,,,,,,5843929.863,,
157057926.2,157057926.2,,,,,,,,,,,,,,,157057926.2,,,,
,,,52366101.82,,,52366101.82,,,,,,,,,,,,,,
,,,,,,54292915.81,,,,,,,,,,,,,54292915.81,
,,,,440104.0751,,440104.0751,,,,,,,,,,,,440104.0751,,
,,,13878913.53,,,,,,,,,,,,13878913.53,,13878913.53,,,
30396826.11,,,,30396826.11,,,,30396826.11,,,,,,,,,,30396826.11,,
,,,15610104.53,,,15610104.53,,,,,,,,,15610104.53,,,,,
44761055.47,,,,44761055.47,,44761055.47,,,,,,,,,,,,44761055.47,,
,,,3070222.268,,,3070222.268,,,,,,,,,3070222.268,,,,,
,,,,,,17560904.51,,,,,,,,17560904.51,17560904.51,,,17560904.51,17560904.51,
106807512.3,,,106807512.3,106807512.3,,,,,,,,,,,,106807512.3,,106807512.3,,
97148220.54,,,,,,97148220.54,,,,,,,,,,97148220.54,,97148220.54,,
58223209.15,58223209.15,,,,,,,58223209.15,,,,,,,,58223209.15,,58223209.15,,
,,,8782508.331,,,8782508.331,8782508.331,,,,,,,,,,,,,
14197296.66,,,,,,,,,,,,,,,,14197296.66,,,,
,,,19532761.01,,,19532761.01,,,,,,,,,,,,,,
58303407.66,58303407.66,,,,,,,,,,,,,,,58303407.66,,58303407.66,,
,,,,,,70585686.48,,,,70585686.48,,,,,,,,,70585686.48,
,,,,,,14945700.34,,,,,,,,,14945700.34,,,,,
,45901156.83,,45901156.83,,,,,45901156.83,,,,,,,,,,,,
,,,12302908.5,,,12302908.5,,,,,,,,,,,12302908.5,,,
,24752199.77,,,,,24752199.77,,,,,,,,,24752199.77,,,,24752199.77,
,,,,,,2003251.203,,,,,,,,,,,,2003251.203,,
45273531.12,,,,45273531.12,,45273531.12,,,,,,,,45273531.12,,,,45273531.12,,
,28569237.47,,28569237.47,,,,28569237.47,28569237.47,,,,,,,,28569237.47,,,,
13093047.45,13093047.45,,,,,,,13093047.45,,,,,,,,,,,,
,71578115.43,,,,,,71578115.43,71578115.43,,,,,,,,,,,,
,,,,,,16520832.45,,,,,,,,16520832.45,16520832.45,,,16520832.45,,
,,,45982036.8,45982036.8,,,,,,,,,,,45982036.8,,,45982036.8,,
,,,293752.3402,,,293752.3402,,293752.3402,,,,,,,293752.3402,,,,,
8205280.083,8205280.083,,,,,,,8205280.083,,,,,,,,8205280.083,,8205280.083,,
,,,,,,2286251.331,,,,,,,,,2286251.331,,,,,
,,,,40337835.92,,40337835.92,,,,,,,,40337835.92,,,,40337835.92,,
,,,,,,14765928.54,,,,,,,,14765928.54,,,,14765928.54,,
,,,,,,7911803.681,,,,,,7911803.681,7911803.681,,,,,,,
2555596.644,,,,2555596.644,,,,,,,,,,,,2555596.644,,,,
22126596.42,,,,22126596.42,,22126596.42,,,,,,,,22126596.42,,,,22126596.42,,
,,,,,,1036197.862,,,,,,,,,,,,,,
,,,,,,51342479.18,,,,,,,,,51342479.18,,51342479.18,,,
,,,23712429.73,,,,23712429.73,23712429.73,,,,,,,,,,,,
43135052.06,,,,43135052.06,,43135052.06,,,,,,,,43135052.06,,,,43135052.06,,
18542.63261,,,,,,18542.63261,,,,,,,,,,,,,18542.63261,
18003683.02,,,,18003683.02,,,,,,,,,,,,18003683.02,,18003683.02,,
,,,7181387.07,,,7181387.07,,,,,,,,,,,,,,
,23806291.75,23806291.75,23806291.75,23806291.75,,,23806291.75,,,,,,,,,,,,,
,,,,,,15831209.73,,,,15831209.73,,,,,15831209.73,,,,,
,,,8634470.458,,,8634470.458,,,,,,,,,,,,,,
12376119.22,,,,,,,,,,,,,,,,12376119.22,,12376119.22,,
,,,84443897.05,,,,,84443897.05,,,84443897.05,,,,,,,,,
,,10958366.09,10958366.09,,,,10958366.09,,,,,,,,,,,,,
,,,29222795.34,,,,,,,,,,,,,,,,,
,135258005.3,135258005.3,135258005.3,,,,135258005.3,,,,,,,,,,,,,
,,,,,,13222501.49,,,,,,,,,,,,,,
29742641.27,,,,,,,,,,,,,,,,,,29742641.27,,29742641.27
,80375227.92,,,,,,80375227.92,80375227.92,,,,,,,,,,,,
,68788567.52,,68788567.52,,,68788567.52,68788567.52,68788567.52,,,,,,,,,,,,
,,,,,,32776267.34,,,,,,,,,,,,,,
,,,14010.30184,,,,,,,,,,,,14010.30184,,,,,
,,,,,,21308064.67,,,,,,,,,21308064.67,,,,,
,,,,,,6843232.649,,,,,,,,,,,,,,
1319890.672,,,1319890.672,1319890.672,,,,1319890.672,,,1319890.672,,,1319890.672,,1319890.672,,1319890.672,,
,,,,,,11336717.17,,,,,,,,,,,,11336717.17,,
,,,3622552.543,,,3622552.543,,,,,,,,,3622552.543,,,,,
,,,31272329.43,,,31272329.43,,,,,,,,,,,,,,
,,,18785405.29,,,,,,,,,,,,18785405.29,,,,,
,,,,,,22820389.86,,,,,,,,,,,,,,
,,,,1924941.075,,1924941.075,,,,,,,,,,,,,,
,,,18049478.52,18049478.52,,,18049478.52,,,,,,,,18049478.52,,,,,
90967669.64,,,,,,,,,,,,,,,,,,90967669.64,,
146744812.8,146744812.8,,,,,,146744812.8,146744812.8,,,,,,,,,,,,
,,,,2075643.922,,2075643.922,,,,,,,,,,,,2075643.922,,
,,,,,,34578392.38,,,,,,,,,34578392.38,,,,,
15351134.91,,,,15351134.91,,,,,,,,,,,,15351134.91,,15351134.91,,
69929852.9,,,69929852.9,69929852.9,,,,,,,,,,,,,,69929852.9,,
,,,3481587.545,,,3481587.545,,,,,,,,,3481587.545,,,,,
,,,,,,14384428.06,,14384428.06,,,,,,,,,,,,
,,,329867.125,,,,,,,,,,,329867.125,,329867.125,,329867.125,,
,,,485812.3798,485812.3798,,485812.3798,,,,,,,,,,,,485812.3798,485812.3798,
,1127459.61,,,,,,1127459.61,1127459.61,,,,,1127459.61,,,,,,,
160918875,160918875,,,,,,,,,,,,,,,,,160918875,,
,,,,,,9059461.098,,,,,9059461.098,,,,,9059461.098,,9059461.098,,
,,,,82941584.74,,,,,,,,,,82941584.74,,,,82941584.74,,
,,,,,,266521.3446,,,,,,,,,266521.3446,,,,,
62087639.32,62087639.32,,,62087639.32,,,,,,,,,,,,,,62087639.32,,
22696814.46,,,,,,,,22696814.46,,,,,,,22696814.46,22696814.46,,,,
11360142.61,,,,11360142.61,,11360142.61,,,,,,,,,,,,11360142.61,,
,,,9662262.426,,,9662262.426,,,,,,,,,,,,,,
,,,12071627.82,12071627.82,,12071627.82,,,,,,,,,,,,12071627.82,,
15228579.4,,,,,,,,,,,,,,,,15228579.4,,,,
,,,106042.2251,,,,,,,,,,,,,,,,,
,,,27046573.51,,,27046573.51,,,,,,,,,27046573.51,,27046573.51,,,
,,,21486917.46,,,,,,,,,21486917.46,,,,,,,,
,,,4234857.369,,,,,,,,,,,,4234857.369,,,,,
,,,24029215.67,,,,,,,,24029215.67,,,,,,,,,
,,,,,,3044114.973,,,,,,,,3044114.973,,,,3044114.973,,
,,,,,,58529194.27,,,,,,,,,,,,,,
,,,19626531.16,,,,19626531.16,,,,,,,,,,,,,
,24219229.9,24219229.9,24219229.9,,,,24219229.9,,,,,,,,,,,,24219229.9,
,,,,,,14493909.5,,,,,,14493909.5,,14493909.5,14493909.5,,,14493909.5,,
,,,,,,6445372.489,,,,,,,,6445372.489,6445372.489,,,6445372.489,,
,,,,,,36519356.96,,36519356.96,,,,,,,,,,,,
,,,,,,33021519.33,,,,,,,,,33021519.33,,,,,
,,,,,,9236298.43,,,,,,,,,9236298.43,,,,,
,,,,,,,,,,,42883580,,,,,42883580,,42883580,,
110437116.7,110437116.7,,,,,,,,,,,,,,,,,110437116.7,110437116.7,
,,,2852947.242,2852947.242,,2852947.242,,,,,,,,,,,,,,
21393778.92,,,,,,21393778.92,,21393778.92,,,,,,21393778.92,,21393778.92,,21393778.92,,
,49130665.6,,49130665.6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,151205711.1,,,,151205711.1,,
,18541045.42,,,,,,,,,,18541045.42,,,,,,,18541045.42,,
,,,,,,4305232.35,,,,,,,,,,,,,4305232.35,
,,,26294807.76,,,26294807.76,,,,,,,,,26294807.76,,,,,
,,,,,,4693511.38,,,,,,4693511.38,,,,,,,,
,,,100241642.2,,,,100241642.2,100241642.2,,,100241642.2,,,100241642.2,,,,,,
63333207.89,63333207.89,,,,,,,,,,,,,,,,,63333207.89,,
,3976050.529,,3976050.529,,,3976050.529,,,,,,,,,3976050.529,,,,,
,16689683.83,,16689683.83,,,,,,,,,,,,,,,,,
,,,,42085034.43,,42085034.43,,,,,,,,,,,,,,
,,,,,,21004307.49,,,,,,,,,,,,,,
,,,20703804.36,20703804.36,,,,,,,,,,,,,,,,
,,,,,,,,,,,6392034.558,,,,,6392034.558,,,,
,,,,2421328.392,,2421328.392,,,,,,,,2421328.392,,,,2421328.392,,
,,,,,,3948335.171,,,,3948335.171,,,,,3948335.171,,,,,
,,,,,,4831856.932,,,,,,,,,4831856.932,,,,,
31552514.65,31552514.65,,,,,,,,,,,,,,,31552514.65,,31552514.65,,
,,,,,,33138112.32,,,,,,,,,,,,,,
,,,37525280.13,,,,37525280.13,,,,,,,,,,,,,
,,,21671565.09,,,,,,,,,,,,21671565.09,,21671565.09,,,
44498087.08,,,,44498087.08,,44498087.08,,,,,,,,,,,,44498087.08,,
,,,,,,2304751.16,,,,,,,,,,,2304751.16,,,
,168599539.8,168599539.8,168599539.8,,,,168599539.8,,,,,,,,,168599539.8,,,,
18385558.99,,,,18385558.99,,,,,,,,,,,18385558.99,,,18385558.99,,
,,,,,,84912893.01,,,,,,,,84912893.01,,84912893.01,,84912893.01,,
,,,,,,15562790.84,,,,,,,,,15562790.84,,,,,
,,,214962.5337,,,214962.5337,,,,,,,,,,,,,,
,,,14152462.29,,,,14152462.29,,,,,,,,14152462.29,,,,,
32395061.02,,,,32395061.02,,32395061.02,,,,,,,,,,32395061.02,,32395061.02,,
1730569.144,,,,,,,,,,,,,,,,1730569.144,1730569.144,,,
,,,,,,2075106.214,,,,2075106.214,,,,,2075106.214,,,,2075106.214,
,,,,,,1471022.705,,,,,,,,1471022.705,,,,1471022.705,,
,,,,,,4783108.262,,,,,,,,,,,,,,
37154313.29,37154313.29,,,,,,,,,,,,,,37154313.29,,,,,
,,,44078053.33,44078053.33,,,,,,,,,,,,,,,,
