GrossAction,GrossAdventure,GrossAnimation,GrossComedy,GrossCrime,GrossDocumentary,GrossDrama,GrossFamily,GrossFantasy,GrossFilm-Noir,GrossHistory,GrossHorror,GrossMusic,GrossMusical,GrossMystery,GrossRomance,GrossSci-Fi,GrossSport,GrossThriller,GrossWar,GrossWestern
95842802.4,,,,,,,,,,,95842802.4,,,,,95842802.4,,95842802.4,,
,,,68783038.25,,,,68783038.25,,,,,,,,,,,,,
,,,113497537.5,,,,,,,,,,,,,,,,,
,,,,,,124672373.9,,,,,,124672373.9,124672373.9,,,,,,,
,,,,53981845.8,,,,,,,,,,,,,,53981845.8,,
,,,,,,55771097.85,,,,,,,,,55771097.85,,,,,
238831090.1,238831090.1,,,,,,,,,,,,,,,238831090.1,,,,
,,,66220681.5,,,,66220681.5,,,,,,,,66220681.5,,,,,
,,,,,,51842552.58,,51842552.58,,,,51842552.58,,,51842552.58,,,,,
178499401.4,,,,,,,,,,,,,,178499401.4,,178499401.4,,178499401.4,,
,,,,54156935.86,,,,,,,,,,,,,,54156935.86,,
,,,,,,47393189.16,,,,,,,,,47393189.16,,,,,
,,,,87157978.18,,87157978.18,,,,,,,,,,,,,,
,,,,,,55744094.52,,,,,,,,,55744094.52,,,,,
122153107.5,122153107.5,,,,,,,122153107.5,,,,,,,,,,122153107.5,,
,,,84637985.83,,,,,,,,,,,,84637985.83,,,,,
,,,,46960816.61,,46960816.61,,,,,,,,,,,,46960816.61,,
,,,,,,48163266.21,48163266.21,,,,,,,,,,48163266.21,,,
,,,98877002.6,,,,,98877002.6,,,98877002.6,,,,,,,98877002.6,,
,,,59873354.24,,,,,,,,,,,,,,59873354.24,,,
,,,,,,54029057.52,,,,,,,,,,,,,,
,,,,,,51588001.06,,,,,,51588001.06,,,,,,,,
,,,77243794.65,,,77243794.65,,,,,,,,,,,,,,
,,,89033451.83,89033451.83,,,,,,,,,,,,,,,,
,,,,,,,,,,,58416091.89,,,,,,,58416091.89,,
,,,53862005.3,53862005.3,,53862005.3,,,,,,,,,53862005.3,,,53862005.3,,
,,,,,,151190626,,,,,,,,,151190626,,,,,
,,,,,,151190626,,,,,,,,,151190626,,,,,
63580655.78,,63580655.78,63580655.78,63580655.78,,,63580655.78,,,,,,,,,,,,,
,,,,,,68146286.09,,,,,,,,,68146286.09,,,,,
,,,,60081545.52,,,,,,,,,,,,,,60081545.52,,
55881861.36,,,,55881861.36,,55881861.36,,,,,,,,,55881861.36,,,55881861.36,,
64407368.61,,,,64407368.61,,,,,,,,,,,,,,64407368.61,,
72896416.22,,,72896416.22,72896416.22,,,,,,,,,,,,,,,,
,,,60369841.81,,,,60369841.81,,,,,,,,60369841.81,,,,,
153842201.1,,,,,,153842201.1,,,,,,,,,,,153842201.1,,,
,,,66966335.67,,,,,,,,,,,,66966335.67,,,,,
75818762.02,,,,,,,,,,,75818762.02,,,,,,,75818762.02,,
75818762.02,,,,,,,,,,,75818762.02,,,,,,,75818762.02,,
,,,97282913.12,,,97282913.12,,97282913.12,,,,,,,97282913.12,,,,,
,,,57622440.38,,,57622440.38,,,,,,,,,57622440.38,,,,,
91696364.6,,,,,,,,,,,,,,,,,,91696364.6,,
,,,53259854.01,,,,,,,,,,53259854.01,,53259854.01,,,,,
,,,65195877.18,,,65195877.18,,,,,,,,,,,,,,
,,,,92280211.04,,,,,,,,,,,,,,92280211.04,,
,,,,,,53891764.56,,,,,,,,,,,,,,
,,,,,,53891764.56,,,,,,,,,,,,,,
,,,,,,71341792.05,,,,,,,,,71341792.05,,,,,
,,,,,,71341792.05,,,,,,,,,71341792.05,,,,,
93942261,,,,,,,,,,,,,,93942261,,,,93942261,,
182021397.6,182021397.6,,,,,,,182021397.6,,,,,,,,,,,,
182021397.6,182021397.6,,,,,,,182021397.6,,,,,,,,,,,,
,,,80736929.46,,,,,,,,,,80736929.46,,80736929.46,,,,,80736929.46
,,,,,,,,,,,75285649.31,,,,,,,75285649.31,,
139920246.2,139920246.2,,139920246.2,,,,,,,,,,,,139920246.2,,,139920246.2,,139920246.2
,,,,104732971.1,,104732971.1,,,,,,,,,,,,104732971.1,,
,,,61433931.41,,,,,61433931.41,,,,,,,61433931.41,,,,,
,,,71899781.75,,,71899781.75,,,,,,,,,,,,,,
,,,82785126.06,,,,82785126.06,,,,,,,,,,,,,
,,,,,,,,,,,48146710.04,,,48146710.04,,,,48146710.04,,
71804603.46,71804603.46,,71804603.46,,,,71804603.46,71804603.46,,,,,,,,71804603.46,,,,
,,,,,,111718042.1,,,,,,,,111718042.1,,,,111718042.1,,
,,,,,,,,53565971.58,,,53565971.58,,,,,,,53565971.58,,
,,,72072546.69,,,72072546.69,,,,72072546.69,,,,,,,,,,
,181982653.9,181982653.9,181982653.9,,,,181982653.9,181982653.9,,,,,,,,181982653.9,,,,
,181982653.9,181982653.9,181982653.9,,,,181982653.9,181982653.9,,,,,,,,181982653.9,,,,
,181982653.9,181982653.9,181982653.9,,,,181982653.9,181982653.9,,,,,,,,181982653.9,,,,
133638743.4,,,,133638743.4,,,,,,,,,,133638743.4,,,,133638743.4,,
,45546816.48,,,,,,,,,,45546816.48,,,,,45546816.48,,,,
,,125069502.8,125069502.8,,,,125069502.8,125069502.8,,,,,,,,125069502.8,,,,
,,,96722106.62,,,,,,,,,,,,,,,,,
,,,,,,45719532.13,,,,,45719532.13,,,,,,,45719532.13,,
79058273.99,,,,79058273.99,,,,,,,,,,,,,,79058273.99,,
,,,,,,158851171.8,,,,158851171.8,,,,,,,158851171.8,,,
,,,58608434.54,,,58608434.54,,,,,,,,,,,,,,
70436682.56,,,,70436682.56,,70436682.56,,,,,,,,,,,,70436682.56,,
,94685520.8,,,,,,,94685520.8,,,,,,,,,,,,
,94685520.8,,,,,,,94685520.8,,,,,,,,,,,,
,,,75989361.29,,,,,,,,,,,,,,,,,
,64646755.09,,64646755.09,,,,64646755.09,,,,,,,,,,,,,
,64646755.09,,64646755.09,,,,64646755.09,,,,,,,,,,,,,
,,,,122882576.4,,,,,,,,,,122882576.4,,,,122882576.4,,
,,,67003837.47,,,67003837.47,,,,,,,,,67003837.47,,,,,
,,,,62281236.88,,62281236.88,,,,,,,,,,,,,,
,,,,,,,,138179253.3,,,,,,138179253.3,138179253.3,138179253.3,,138179253.3,,
,,,,,,89579239.09,,,,,,,,,89579239.09,,,,,
,,,,97901697.86,,97901697.86,,,,,,,,97901697.86,,,,97901697.86,,
,,,,,,94171165.67,,,,94171165.67,,,,,,,,,,
,,,,,,74235823.29,,,,,,,74235823.29,,74235823.29,,,,,
,,,126163676.6,,,,,,,,,,,,126163676.6,,,,,
,91751503.9,,91751503.9,91751503.9,,,,,,,,,,,91751503.9,,,,,
,,,,128760451.7,,128760451.7,,,,,,,,,,,,128760451.7,,
,,,86202775.4,,,,,,,,,,,,86202775.4,,,,,
,,,,,,74489184.04,,,,,,,,,74489184.04,,,74489184.04,,
,,,57973071.28,57973071.28,,,,,,,,,,,,,,,,
,,75927105.69,75927105.69,,,,,75927105.69,,,,,75927105.69,,,,,,,
,,,,,,51019300.25,,,,,,,,,51019300.25,,,,,
,,,135715231.5,,,135715231.5,,,,,,,,,135715231.5,,,,,
109590086.9,109590086.9,,,,,,,,,,,,,,,,,109590086.9,,
,,,,62959146.59,,,,,,,,,,,,,,62959146.59,,
83195619.85,,,,,,83195619.85,,83195619.85,,,,,,,,,,,,
,,,,,,,,,,,48124916.61,,,,,,,,,
,,,,,,96960953.44,,,,,,96960953.44,,,,,,,,
,179980417,179980417,,,,,179980417,179980417,,,,,179980417,,,,,,179980417,
128236613.4,,,128236613.4,,,,128236613.4,128236613.4,,,,,,,,,,,,
80958426.25,,,,80958426.25,,80958426.25,,,,,,,,80958426.25,,,,80958426.25,,
113698568.8,113698568.8,,,,,,,,,,,,,,,,,113698568.8,,
,,,,,,136216329.3,,,,,,,,,,,,136216329.3,,
119007635.1,,,,119007635.1,,119007635.1,,,,,,,,,,,,119007635.1,,
,,,,,,48529647.37,,,,,,,,,,,,,,
200101732.2,200101732.2,,,,,,,,,,,,,,,,,200101732.2,,
159240995.9,159240995.9,,,,,159240995.9,,,,,,,,,,,,159240995.9,,
,,,76580967.46,,,,,,,,,,,,,76580967.46,,,,
,,,,,,83754721.13,,,,,,,,,,,83754721.13,,,
,151032010,151032010,,,,151032010,151032010,151032010,,,,,151032010,,,,,,,
85246640.03,,,,85246640.03,,85246640.03,,,,,,,,,,,,85246640.03,,
,,,106961510.9,,,,,,,,,,,,106961510.9,,,,,
,,,,,,82881729.18,,,,82881729.18,,,,,,,82881729.18,,,
,,,88130857.64,,,,,88130857.64,,,,,,,,,,,,
,,,80879113.27,80879113.27,,,,,,,,,,,,,,,,
,,,,,,55513545.05,,,,,,55513545.05,,,55513545.05,,,,,
,,,,49328516.67,,49328516.67,,,,,,,,,,,,,,
176984986.4,176984986.4,,176984986.4,176984986.4,,,,,,,,,,,,,,176984986.4,,
,,,,,,,,52212000.62,,,52212000.62,,,,,,,,,
,,,62273414.86,,,,,62273414.86,,,62273414.86,,,,,,,62273414.86,,
,,,64734387.2,,,64734387.2,,,,,,,,,,,,,,
,95828206.41,,95828206.41,,,,95828206.41,,,,,,95828206.41,,,,,,,
,,,87901701.03,,,87901701.03,,,,,,,,,,,,,,
,,,,96036786.7,,96036786.7,,,,,,,,,,,,96036786.7,,
,,,,,,117416551.7,117416551.7,,,,,,117416551.7,,,,,,,
135529216.9,135529216.9,,,,,,,,,,,,,,,,,135529216.9,,
,,,,,,,,72038052.21,,,72038052.21,,,,,72038052.21,,,,
,,,66001848.69,,,,,,,,,,,66001848.69,,,,,,
,,,,,,,,,,,50909921.8,,,50909921.8,,,,,,
,,,,,,,,,,,51105632.56,,,51105632.56,,,,51105632.56,,
104309817.1,,,,104309817.1,,,,,,,,,,,,,,104309817.1,,
,,,,,,70195162.49,70195162.49,,,,,70195162.49,,,70195162.49,,,,,
,,,,,,77118403.73,,,,,,,,,77118403.73,,,,,77118403.73
,,,,109155963.9,,109155963.9,,,,,,,,,,,,,,
,,,69518956.37,69518956.37,,69518956.37,,,,,,,,,,,,,,
154218279.1,154218279.1,,,154218279.1,,,,,,,,,,,,,,154218279.1,,
,116789899.5,116789899.5,116789899.5,,,,116789899.5,116789899.5,,,,,,,,,,,,
,,,110100833.2,110100833.2,,,,,,,,,,,110100833.2,,,110100833.2,,
170065753.8,,,,170065753.8,,,,,,,,,,,,170065753.8,,170065753.8,,
,,,76257287.98,,,76257287.98,,,,,,76257287.98,,,76257287.98,,,,,
,,,76365485.53,,,,,,,,,,,,76365485.53,,,,,
,,,,,,62518639.49,,,,,,,,,,,,,,
,,,,,,71832411.88,,,,,,,,,71832411.88,,,,,
,252830058.3,252830058.3,,,,,252830058.3,,,,,,,,,252830058.3,,,,
129306114.4,129306114.4,,,,,,,,,,,,,129306114.4,,129306114.4,,,,
,,,53909560.46,,53909560.46,,,,,,,,,,,,,,,
,,,,,,,,68349721.41,,,68349721.41,,,,,,,,,
,188439494.3,,,,,188439494.3,,,,,,,,,,,,188439494.3,,188439494.3
,,,72725474.76,,,72725474.76,72725474.76,72725474.76,,,,,,,72725474.76,,,,,
,,149806436.9,149806436.9,,,,149806436.9,149806436.9,,,,,149806436.9,,149806436.9,,,,,
,,,,,,60931949.54,,,,,60931949.54,,,,,60931949.54,,60931949.54,,
,98438381.14,,,,,98438381.14,98438381.14,,,,,,,,,,,,,
,,,74207699.18,,,,,,,,,,,,74207699.18,,,,,
,74879873.59,,74879873.59,,,,,,,,,,,74879873.59,,,,,,
,,,86968440.38,,,86968440.38,,,,86968440.38,,86968440.38,,,,,,,,
,,,,91668269.3,,91668269.3,,,,,,,,91668269.3,,,,91668269.3,,
,,,56417010.31,,,56417010.31,,,,,,56417010.31,,,,,,,,
,,,68857106.43,,,,,,,,,68857106.43,,,68857106.43,,,,,
,,,,159701729,,159701729,,,,,,,,,,,,159701729,,
,,,90687183.17,,,,,,,,,,,,90687183.17,,,,,
146518072.3,,,146518072.3,,,,,,,,,,,,,146518072.3,,,,
240072928.5,,,240072928.5,,,,,,,,,,,,,,,240072928.5,,
,,,,82384768.13,,82384768.13,,,,,,,,,,,,82384768.13,,
,,,139385319.7,,,139385319.7,139385319.7,,,,,139385319.7,139385319.7,,139385319.7,,,,,
67546929.97,,,,,,,,,,,,,,,,67546929.97,,,,
184905110.2,184905110.2,,184905110.2,,,,,,,,,,,,,184905110.2,,,,
92049897.91,,,92049897.91,,,,,,,,,,,,,,,,,
,136634761.9,,,,,136634761.9,,,,,,,,,,,,,136634761.9,
,,,92717249.52,92717249.52,,,,,,,,,,,,,,,,
,,,,,,,,,,,57083784.85,,,,,,,,,
,,,,,,,,,,,64086688.5,,,64086688.5,,,,,,
,,,91835169.6,,,91835169.6,,91835169.6,,,,,,,91835169.6,,,,,
,,97040393.28,97040393.28,,,,97040393.28,97040393.28,,,,,,,,,,,,
,,,,,,118768269.1,,,,,,,,,,,118768269.1,,118768269.1,
,,,,,,118768269.1,,,,,,,,,,,118768269.1,,118768269.1,
74593494.42,,,74593494.42,,,74593494.42,,,,,,74593494.42,,,,,,,,
,,,,91684072.25,,91684072.25,,,,,,,,,,,,91684072.25,,
,,,121523321.5,,,121523321.5,,,,,,,,,121523321.5,,,,,
,,,,,,,,,,,57292153.71,,,,,,,,,
,,,126849637.3,,,126849637.3,,,,,,,,,126849637.3,,,,,
,,,,106776282.4,,106776282.4,,,,,,,,106776282.4,,,,106776282.4,,
,,,67736670.46,,,67736670.46,,,,,,67736670.46,,,,,,,,
,,,88567678.43,,,,,,,,,,,,,,,,,
,,,,68019903.84,,68019903.84,,,,,,,,,,,,68019903.84,,
,,,86766517.44,,,,,,,,,,,,86766517.44,,,,,
,,,,,,,,,,,58877579.26,,,,,,,,,
92679218.98,,,,,,,,,,,,,,,,,,,,
95108386.92,,,,,,95108386.92,,,,95108386.92,,,,,95108386.92,,,,,95108386.92
,,,,,,,,,,,,,,142733538.8,,,,142733538.8,,
,,,,,,58922284.7,,,,,,,,,,,,,,
108291839.7,108291839.7,,,,,,,,,,,,,,,108291839.7,,108291839.7,,
,,,77207877.97,,,77207877.97,,,,,,,,,77207877.97,,77207877.97,,,
,,,,,,,,74741100.91,,,74741100.91,,,,,,,,,
,,,165504461.9,,,,,,,,,,,,165504461.9,,,,,
81826802.97,81826802.97,,,,,,,,,,,,,,,81826802.97,,81826802.97,,
,,,,,,125727057.4,,,,125727057.4,,,,,,,,125727057.4,,
,,,,,,111817779.7,,,,,,,,,,,,111817779.7,,
,195408671.4,195408671.4,195408671.4,,,,195408671.4,195408671.4,,,,,,,,,,,,
,,,65904371.74,,,65904371.74,,,,,,,,,,,,,,
,,,71385836.27,,,,71385836.27,,,,,,,,,,,,,
,,,,,,,,84430925.57,,,84430925.57,,,,,,,,,
,,,109429389.2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,56406038.06,,,,,,,,,
,,,81851889.46,,,,81851889.46,,,,,,,,,,,,,
,251368841.4,251368841.4,251368841.4,,,,251368841.4,251368841.4,,,,,,,,,,,,
,,,,,,71973859.71,,,,,,71973859.71,,,71973859.71,,,,,
,,,79404321.36,79404321.36,,79404321.36,,,,,,,,,,,,,,
,,,,,,68405951.81,,,,,,,,,,68405951.81,,68405951.81,,
,,,123771040.4,,,,,,,,,,,,,,,,,
,,,,,,67593278.62,,,,,,67593278.62,,,67593278.62,,,,,
,,,,,,84776129.81,,,,,,,,,,,84776129.81,,,
,,,73597316.47,,,73597316.47,,,,,,,,,,,,,,
,,,81631042.1,81631042.1,,,,,,,,,,,,,,,,
,,,127920333,,,,,,,,,,,,,,,,,
,,,62744194.43,,,62744194.43,,,,,,,,,62744194.43,,,,,
,,,139555540.2,,,,,,,,,,,,,,,,,
,,,90203478.91,,,90203478.91,90203478.91,,,,,90203478.91,,,90203478.91,,,,,
,,,65139888.44,,,,,,,,,,,,65139888.44,,,,,
,,,155120690.9,,,,155120690.9,155120690.9,,,,,,,,,,,,
125606357.7,125606357.7,,,,,125606357.7,,,,,,,,,125606357.7,,,,125606357.7,
,,,,,,68089471.57,,,,,,,,,,,,,,
,,,,,,80021301.6,,,,,80021301.6,,,80021301.6,,,,80021301.6,,
,,,57349133.5,,,,,,,,,,,,,,,,,
,109623850,,109623850,,,109623850,,,,,,,,,,,,,,
147212281.6,147212281.6,,147212281.6,,,,,,,,,,,,,,,,,
,,,,,,69573267.8,,,,,69573267.8,,,69573267.8,,,,69573267.8,,
,,,,,,113248142.7,,,,,,,,,113248142.7,,,,,
,,,,,,99185382.23,,,,,,,,,,,99185382.23,,,
,,,,,,82063445.52,82063445.52,,,,,,,,82063445.52,,,,,
,,,,,,94089611.03,,,,,,,,,,,,,,
,,,,,,72858800.18,,,,,72858800.18,,,72858800.18,,72858800.18,,72858800.18,,
,,,100801521.2,,,,,,,,,,,,100801521.2,,,,,
,,,,87126468.05,,87126468.05,,,,,,,,,,,,87126468.05,,
,,,,,,,,,,,62045679.5,,,,,,,,,
,,,,,,,,,,,62045679.5,,,,,,,,,
,155289692.2,155289692.2,155289692.2,,,,155289692.2,,,,,,155289692.2,,,,,,,
,,,96754741.36,,,,96754741.36,,,,,,,,,,96754741.36,,,
,,,124033067.4,,,124033067.4,,124033067.4,,,,,,,,,,,,
,,,137698774.3,,,,137698774.3,,,,,,,,,,,,,
,,,106289055.1,,,106289055.1,106289055.1,,,,,,,,,,,,,
,242470460.6,242470460.6,,,,,242470460.6,242470460.6,,,,,,,,,,,,
,,,,,,,,60220693.12,,,60220693.12,,,60220693.12,,,,60220693.12,,
,342323001.2,,,,,,342323001.2,342323001.2,,,,,,342323001.2,,,,,,
,,,155507364.1,,,,,,,,,,,,155507364.1,,,,,
,85695298.6,,85695298.6,,,,,,,,85695298.6,,,,,85695298.6,,,,
,,,164726099.6,,,164726099.6,,,,,,,,,164726099.6,,,,,
,,,,,,101403338.8,,,,101403338.8,,,,,,,,101403338.8,,
,,,113120559.8,,,,,,,,,,,,113120559.8,,,,,
228577600.2,228577600.2,228577600.2,228577600.2,,,228577600.2,228577600.2,,,,,,,,,228577600.2,,,,
,,,118738814.1,,,,,,,,,,,,,,,,,
,,,98039164.83,,,98039164.83,,,,,,,,,98039164.83,,,,,
,79409445.05,,79409445.05,,,,,,,,,79409445.05,,,,79409445.05,,,,
,,,,,,109184513.8,,,,,,,,,109184513.8,,,,109184513.8,109184513.8
,,,,,,,,63101421.84,,,63101421.84,,,,,,,,,
,,,,,,,,63101421.84,,,63101421.84,,,,,,,,,
257935281.8,257935281.8,,,,,257935281.8,,,,,,,,,,,,257935281.8,,
,,,,118678709.9,,118678709.9,,,,,,,,,,,,118678709.9,,
,,,83634661.82,,,83634661.82,,,,,,,,,,,,,,
140312941.1,,,,140312941.1,,,,,,,,,,,,,,140312941.1,,
,,,107433861,,,,,,,,,107433861,,,,,,,,
,,,106511944.5,,,106511944.5,,,,,,,,,106511944.5,,,,,
,,,135831397.2,,,135831397.2,,,,,,,,,,,,,,
145868162.7,,,,,,145868162.7,,,,,,,,,,,,145868162.7,145868162.7,
,,,,,,106708241.4,,,,,,,,,106708241.4,,,,,
,,,,,,89247041.51,,,,,,,,,89247041.51,,,,89247041.51,
74167399.17,74167399.17,,,,,74167399.17,,,,,,,,,,,,74167399.17,74167399.17,
,,,,102808283.1,,102808283.1,,,,,,,,,,,,102808283.1,,
,,,,,,,,,,,66771227.03,,,,,,,66771227.03,,
,,,,93879708.47,,93879708.47,,,,,,,,,,,,,,
,,,,70245834.73,,70245834.73,,,,,,,,,,,,70245834.73,,
,,,,70245834.73,,70245834.73,,,,,,,,,,,,70245834.73,,
90413111.62,90413111.62,,,,,,,,,,90413111.62,,,,,90413111.62,,,,
,109725768.9,,109725768.9,,,,109725768.9,,,,,,,,,,109725768.9,,,
,,,98195173.52,,,98195173.52,,,,,,,,,98195173.52,,,,,
,,,,,,,,,,,74219120.26,,,74219120.26,,,,,,
,89013494.56,,89013494.56,,,89013494.56,89013494.56,,,,,,,89013494.56,,,,,,
,,,72254132.7,,,72254132.7,,,,,,,,,,,,,,
,,,128555947.1,,,,,,,,,,,,128555947.1,,,,,
,102495524.5,,102495524.5,,,,102495524.5,,,,,,,,102495524.5,,,,,
,143920768.3,143920768.3,143920768.3,,,,143920768.3,143920768.3,,,,143920768.3,,,,,,,,
,,,,,,,,67812267.66,,,67812267.66,,,,,,,,,
248015081.2,248015081.2,,,,,,248015081.2,248015081.2,,,,,,,248015081.2,,,,,
,,,,,,,,,,,103678516.6,,,103678516.6,,,,103678516.6,,
,,,,,,108100389.4,,,,,,,,,,,,,,
,242910643.6,242910643.6,242910643.6,,,,242910643.6,242910643.6,,,,,,,,,,,,
,,,,128868695.9,,128868695.9,,,,,,,,,,,,128868695.9,,
114890734,114890734,,,,,,114890734,114890734,,,,,,,,114890734,,,,
,,,,,,,,,,,67260989.67,,,,,67260989.67,,67260989.67,,
,,,69491898.56,,,69491898.56,,,,,,69491898.56,,,,,,,,
,,,69491898.56,,,69491898.56,,,,,,69491898.56,,,,,,,,
73476840.08,,,,,,,,,,,73476840.08,,,,,73476840.08,,73476840.08,,
,,,,78743693.51,,78743693.51,,,,,,78743693.51,,,78743693.51,,,,,
115701717.3,115701717.3,,115701717.3,,,,115701717.3,,,,,,,,,115701717.3,,,,
117703357.5,117703357.5,,,,,,,,,,,,,,,,,117703357.5,,
,,,,,78933444.98,,,,,,,78933444.98,,,,,,,,
,,,123223706.6,,,,,,,,,,,,123223706.6,,,,,
91956165.29,,,,91956165.29,,91956165.29,,,,,,,,,,,,91956165.29,,91956165.29
,,,137970372.6,,,,,,,,,,,,137970372.6,,,,,
,,,,,,100719859.6,,,,,,,,,100719859.6,,,,,
,108052727.9,108052727.9,108052727.9,,,,108052727.9,,,,,,,,108052727.9,,,,,
,,,,,,114426915.1,,,,,114426915.1,,,,,114426915.1,,114426915.1,,
,,242158968.9,242158968.9,,,,242158968.9,242158968.9,,,,,,,,,,,,
,,,,,,,,,,,68230033,,,,,68230033,,,,
,159655949.4,159655949.4,159655949.4,,,,159655949.4,,,,,,,,,159655949.4,,,,
,,,86831569.06,,,,,,,,,,,,,,,,,
144384550.5,,,,,,,,,,,,,,,,,,144384550.5,,
,84757371.98,,84757371.98,,,,84757371.98,,,,,,,,,,,,,
,,,,,,99314783.54,,,,,,,,,,,,99314783.54,,
,,,,,,172469822.2,,,,,,,,,,,,,,172469822.2
,,,,,,95017757.72,,,,,,,,,95017757.72,,,,,
124184764.3,124184764.3,,,,,,,,,,,,,124184764.3,,124184764.3,,124184764.3,,
,,,115029973.4,115029973.4,,,,,,,,,,,,,,115029973.4,,
202013671.7,202013671.7,,,202013671.7,,,,,,,,,,202013671.7,,,,202013671.7,,
,,,98642587.06,,,,,,,,,,,,,,,,,
,,,138599895.3,,,,,,,,,,,,,,138599895.3,,,
,,157117903.8,157117903.8,,,,157117903.8,157117903.8,,,,,,,,,,,,
,,,84644710.58,,,,,,,,,,,,,,,,,
152019667.8,,,,152019667.8,,,,152019667.8,,,,,,,,,,152019667.8,,
,,,80757771.63,,,,,,,,,,,,,,,,,
168021925,,,,168021925,,,,,,,,,,,,,,168021925,,
,154960751.9,,,,,,,,,,,,,154960751.9,,154960751.9,,,,
,,,,,,,,104884860.4,,,,,,,104884860.4,,,,,
196095729.5,196095729.5,,196095729.5,,,,,,,,,,,,,196095729.5,,,,
196095729.5,196095729.5,,196095729.5,,,,,,,,,,,,,196095729.5,,,,
,,,89339570.62,,,89339570.62,,,,,,,,,,,,,,
98667767.97,,,98667767.97,98667767.97,,,,,,,,,,,,,,,,
257469764.7,257469764.7,,257469764.7,,,,257469764.7,257469764.7,,,,,,257469764.7,,257469764.7,,,,
,,,,170422226.2,,,,,,,,,,170422226.2,,,,170422226.2,,
160187872.2,,,,,,160187872.2,,,,,,,,,,,,160187872.2,,
106862917.4,106862917.4,,,,,,,,,,,,,,,106862917.4,,,,
,,,,,,93492689.51,,,,,93492689.51,,,,,,,93492689.51,,
255728175.7,255728175.7,,,,,,,,,,,,,,,,,,,
303838706.4,303838706.4,,,,,,,303838706.4,,,,,,,,303838706.4,,,,
108631017.4,,,,,,,,,,,108631017.4,,,,,,,108631017.4,,
,,,76285571.76,,,76285571.76,,,,,,,,,76285571.76,,,,,
,,,,,,97824022.04,,,,,,97824022.04,,,97824022.04,,,,,
,,,,,,,,,,,125901061.8,,,125901061.8,,,,,,
,,,,,,,,,,,71013291.04,,,71013291.04,,,,71013291.04,,
226379194.8,226379194.8,,,,,,,,,,,,,,,,,226379194.8,,
79899639.68,,,,,,,,,,,79899639.68,,,,,79899639.68,,79899639.68,,
,,,,,,147033678.4,,,,,,,,147033678.4,147033678.4,,,147033678.4,,
111132653.7,111132653.7,111132653.7,111132653.7,,,,111132653.7,,,,,,,,,111132653.7,,,,
,170894305.6,170894305.6,170894305.6,,,,170894305.6,,,,,,,,,,,,,
105216850.8,,,,,,,,,,,,,,105216850.8,,105216850.8,,105216850.8,,
,257113841,,257113841,,,,257113841,257113841,,,,,,,,,,,,
,,,,,,93902780.89,,,,,,,,93902780.89,,,,93902780.89,,
,,,,,,93902780.89,,,,,,,,93902780.89,,,,93902780.89,,
,,,87982775.52,,,87982775.52,87982775.52,,,,,,,,,,87982775.52,,,
,,,95674903.94,,,,,,,,,,,,95674903.94,,,,,
140734937.8,,,140734937.8,,,140734937.8,140734937.8,,,,,,,,,,,140734937.8,,
,,,122510564.2,,,,122510564.2,,,,,,,,122510564.2,,,,,
,,,90380124.29,,,,,,,,,,,,90380124.29,,,,,
,109978971.1,109978971.1,109978971.1,,,,109978971.1,109978971.1,,,,,,,,,,,,
,280313064,280313064,280313064,,,,280313064,280313064,,,,,,,,,,,,
,,,,,,,,,,,76313493.74,,,,,,,76313493.74,,
,,,105939142,,,,,105939142,,,,,,,,,,,,
,,,91756466.44,91756466.44,,,,,,,,,,,,,,,,
142616251,142616251,,,,,142616251,,,,,,,,,,142616251,,142616251,,
,98876940.02,98876940.02,,,,,98876940.02,,,,,,,,,,,,,
,,,,,,,,143059108.9,,,143059108.9,,,,143059108.9,,,,,
,,,139891851.6,,,,,,,,,,,,139891851.6,,,,,
,,,,,,172756126.6,,172756126.6,,,172756126.6,,,,,,,,,
89890741.1,,,,,,,,,,,,,,,,89890741.1,,,,
105023519.5,,,105023519.5,105023519.5,,105023519.5,,,,,,,,,,,,105023519.5,,
,,,96787448.44,,,,,,,,,,,,,,,,,
,,,108331281.1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,94156247.33,94156247.33,,,94156247.33,,
,,,,,,102216547.4,102216547.4,,,,,,,,,,102216547.4,,,
,229211711.3,229211711.3,229211711.3,,,,229211711.3,,,,,,,,,,,,,
,,,172688500.9,,,172688500.9,,,,,,,,,172688500.9,,,,,
,,,97674696.26,,,,,,,,,,,,,,97674696.26,,,
159514824.7,159514824.7,,159514824.7,,,,159514824.7,,,,,,,,159514824.7,,,,,
,,,,,,104368219.4,,,,,,,,,,,104368219.4,,,
,96464682.59,,,,,96464682.59,96464682.59,96464682.59,,,,,,,,,,,,
,92063473.46,,92063473.46,,,92063473.46,,,,,,,,,92063473.46,,,,,
,,,,,,112582768.9,,,,,,,,,,,112582768.9,,,
,,,112885870.4,,,,,,,,,,,,112885870.4,,,,,
127775245.5,,,127775245.5,127775245.5,,,,,,,,,,,,,,,,
,,,,151175854.4,,151175854.4,,,,,,,,151175854.4,,,,151175854.4,,
,,,106872585.9,,,106872585.9,106872585.9,,,,,,,,106872585.9,,,,,
,,,,114885188.6,,114885188.6,,,,,,,,114885188.6,,,,114885188.6,,
170183772.6,170183772.6,,,,,,,,,,,,,,,,,170183772.6,,
,,,92440402.03,,,,,,,,,,,,92440402.03,,,,,
