BudgetAction,BudgetAdventure,BudgetAnimation,Budget Comedy,BudgetCrime,BudgetDocumentary,BudgetDrama,BudgetFamily,BudgetFantasy,BudgetFilm-Noir,BudgetHistory,BudgetHorror,BudgetMusic,BudgetMusical,BudgetMystery,BudgetRomance,BudgetSci-Fi,BudgetSport,BudgetThriller,BudgetWar,BudgetWestern
,,,7725357.332,,,7725357.332,,,,,,,,,,,7725357.332,,,
,,,39038338.07,,,,39038338.07,39038338.07,,,,,,,,,,,,
,,,,9464865.466,,9464865.466,,,,,,,,,,,,,,
,,,,,,6802088.189,,,,,,,,,6802088.189,,,,,
,,,,,,,,,,,47324327.33,,,,,,,,,
,,,,,,,,,,,27031652.89,,,,,,,27031652.89,,
,,,,,,7183106.911,,,,,,,,,7183106.911,,,,,
,7368928.871,7368928.871,,,,,7368928.871,7368928.871,,,,,,,,,,,,
,,,20523162.6,,,20523162.6,,,,,,,,,,,,,,
,,,21625322.31,,,,,,,,,,,,21625322.31,,,,,
,,,,,,8445138.889,,,,,,,,,,,,,,
181132528.8,,,,,,,,,,,,,,,,181132528.8,,,,
,,,,,,,,,,,,,,6437797.777,6437797.777,,,6437797.777,,
,,,28248548.2,,,,,,,,,,,,28248548.2,,,,,
,,,,,,21186411.15,,,,,,,,,21186411.15,,,,,
,,,33577791.12,,,33577791.12,,,,,,,,,,,,,,
,,,,,,47324327.33,,47324327.33,,,47324327.33,,,,,,,,,
,,,,,,,,,,,6356200.183,,,,,,,6356200.183,,
,,,14477380.95,,,14477380.95,,,,,,,,,,,,,,
,,,,,,6692286.527,,,,,,,,,,,6692286.527,,,
,,,10812661.15,,,10812661.15,,,,,,,,,,,,,,
,,,,6610676.234,,6610676.234,,,,,,,,,,,,6610676.234,,
8275873.963,,,,8275873.963,,8275873.963,,,,,,,,,,,,8275873.963,,
,,,,,,24720271.03,,,,,,,,,,,,24720271.03,,
,,,9575590.551,,,,,,,,,,,,9575590.551,,,,,
,,,,,,,,9663009.298,,,9663009.298,,,9663009.298,,,,9663009.298,,
,,,,,,6164230.802,,,,,,6164230.802,,,,,,,,
,,,15660628.43,,,,,,,,,,,,15660628.43,,,,,
,,,26442704.94,,,,,,,,,,,,26442704.94,,,,,
21187333.94,21187333.94,,,,,,,,,,,,,,,21187333.94,,21187333.94,,
,,,,,,6061557.632,,,,,,,,,,,,,,
,,,13129284.75,,,,,,,,,,,,,,,,,
,,,,,,,19313393.33,,,,,19313393.33,,,19313393.33,,,,,
29475715.48,,,29475715.48,29475715.48,,,,,,,,,,,,,,,,
,,,6032242.063,,,,,,,,6032242.063,,,,,,,6032242.063,,
,,,12169112.74,,,12169112.74,,,,,,,,,,,,,,
,,,7807667.614,,,7807667.614,,,,,,,,,,,,,,
,,,,,,,,,,,22986101.85,,,22986101.85,,,,22986101.85,,
,,,,,,7935769.553,,,,,,,,,,,7935769.553,,,
,,,,5865245.49,,,,,,,,,,,,,,5865245.49,5865245.49,
,,,,,,7553416.149,,,,,,,,,7553416.149,,,,,
,22382208.59,,,,,,22382208.59,,,,,,,,,,,,,
,,,,46610104.53,,,,,,,46610104.53,,,46610104.53,,,,46610104.53,,
,,,,,,,,,,,7093621.099,,,,,,,7093621.099,,
,,,68858835.32,,,,,,,,,,,,68858835.32,,,,,
,,,,,,7568862.808,,,,,,,,,,,,7568862.808,,
,,,,,10577081.97,,,,,,,,,,,,,,,
61632168.58,,,,,,,,61632168.58,,,,,,,,,,61632168.58,,
,,,13556154.2,,,,,13556154.2,,,,,,,,,,,,
,,,,,,37360983.1,,,,,37360983.1,,,,,,,37360983.1,,
,,,19355310.12,,,,,,,,,,,,19355310.12,,,,,
,,,17556785.37,,,17556785.37,,,,,,,,,17556785.37,,,,,
,,,,,,8094879.672,,,,,,,,,,,,,,8094879.672
,,,5839615.846,,,,,,,,,,,,,,,,,
,,,5668406.824,,,5668406.824,,,,,,,,,,,,,,
,,,,,,14599039.62,,,,,,,,,,,,,,
,,,14599039.62,,,14599039.62,,,,14599039.62,,14599039.62,14599039.62,,,,,,,
25751191.11,,,,25751191.11,,25751191.11,,,,,,,,,,,,25751191.11,,
,,,,,,5648397.585,,,,,,,,,5648397.585,,,,,
,,,,,,,,,,,5668406.824,,,,,,,5668406.824,,
,,,8240090.344,8240090.344,,8240090.344,,,,,,,,,,,,8240090.344,,
96022758.94,96022758.94,,,,,,,,,,,,,,,96022758.94,,96022758.94,,
,12064484.13,,,,,12064484.13,,,,,,,,,,,,,12064484.13,
,,,,32574107.14,,32574107.14,,,,,,,,32574107.14,,,,32574107.14,,
,,,,,,9575590.551,,,,,,,,,,,,,9575590.551,
,,,,,,,,,,,,,,58396158.46,,,,58396158.46,,
,,,,,,8650128.923,,,,,,,,,,,,,,
13521236.38,,,,13521236.38,,13521236.38,,,,,,,,,,,,,,
,,,,,,9656696.665,,,,,,,,,9656696.665,,,,,
,,,23723269.86,,,23723269.86,,,,,,,,,,,,,,
64875966.92,64875966.92,,,,,,,,,,,,,,,64875966.92,,64875966.92,,
,,,6158507.765,,,,,,,,,,,,6158507.765,,,,,
,,,,,,7907756.619,,,,,,,,,,,7907756.619,,,
,,,,,,5839615.846,,,,,,,,,,,,,,
,,,85420023.12,,,,,,,,,,,,,,,,,
,,,,6610676.234,,6610676.234,,,,,,,,6610676.234,,,,6610676.234,,
,,,111538108.8,,,111538108.8,,,,,,,,,111538108.8,,,,,
,,,44764417.18,,,44764417.18,,,,,,,,,44764417.18,,,,,
,,,,,,6180067.758,,,,,,,,,,6180067.758,,6180067.758,,
,,,,,,37303680.98,,,,,,,,,,,37303680.98,,,
,,,5136859.001,,,5136859.001,,,,,,5136859.001,,,,,,,,
,,,,,,6437797.777,,,,,,,,,,,,6437797.777,,
,,,,,,6487596.692,,,,6487596.692,,,,,,,,,,
,,,,,,67858737.15,,,,,,67858737.15,67858737.15,,,,,,,
,,,,,,7932811.481,,,,7932811.481,,,,,,,,,,
,,,,,,5101566.142,,,,,5101566.142,,,5101566.142,,,,5101566.142,,
,,,,,,26442704.94,,,,,,,,,,,,,,
,92549467.28,,,,,92549467.28,,92549467.28,,,,,,,,,,,,
,,,19226877.47,,,,,,,,,,,19226877.47,19226877.47,,,,,
,,,21898559.42,,,,,,,,,,,,,,,,,
,,,,,,89528834.36,,,,,,,,,,,,,,
,,,,,,5396025.851,,,,,,,,,,,,,,
,14831133.76,,14831133.76,,,,,,,,,,,,,,,,,
,,,,,,,,,,,39538783.09,,,39538783.09,,,,,,
,,,5150238.221,,,5150238.221,,,,,,,,,,,,,,
,,,,,,18792754.12,,,,,,,,,,,,,,
,,,11679231.69,,,,,,,,,,,,,,,,,
,49243485.92,,,,,,,,,,49243485.92,,,,,,,49243485.92,,
,,,10261581.3,,,10261581.3,,,,,,10261581.3,,,,,,,,
,,,,,,,,,,,30657983.19,,,,,30657983.19,,30657983.19,,
,,,,,,8001369.254,,,,,,,,,,8001369.254,,,,
,,,,,,,,45413176.85,,,45413176.85,,,45413176.85,,,,45413176.85,,
,,8209265.041,8209265.041,,,8209265.041,,,,,,,,,8209265.041,,,,,
,,,,,,,,,,,48067193.68,,,48067193.68,,,,48067193.68,,
,,,10167115.65,,,,,,,,,10167115.65,,,,,,,,
,,,,,,5408494.552,,,,,,,,,,,,5408494.552,,
4623173.101,4623173.101,,,,,,,,,,,,,,,,,,,
,,,,,,9636291.601,,,,,,,,,9636291.601,,,,,
,,,41029014.84,,,41029014.84,,,,,,,,,41029014.84,,,,,
10099100.35,,,,,,10099100.35,,,,,,,,,,,,,,
,,,,,,,,,,,18138901.84,,,18138901.84,,,,,,
,,,11008634.2,,,,,,,,11008634.2,,,,,,,11008634.2,,
,,12875595.55,12875595.55,,,,12875595.55,12875595.55,,,,,12875595.55,,,,,,,
,,,19397914.11,,,,,,,,,,,,,,,,,
,,,7460736.196,7460736.196,,7460736.196,,,,,,,,7460736.196,,,,7460736.196,,
,,,6778077.102,,,6778077.102,,,,,,,,,6778077.102,,,,,
,,,,,,,,,,,4534725.459,,,,,,,,,
,,,,,,6786272.321,,,,,,,,,,,,6786272.321,,
,4732432.733,,,,,4732432.733,,,,,,,,4732432.733,,,,,,
,,,10140927.28,,,10140927.28,,,,,,,,,10140927.28,,10140927.28,,,
24869120.65,,,,,,,,,,,,,,,,,,24869120.65,,
4506458.444,,,4506458.444,,,,,,,,,,,,4506458.444,,,,,
,,,,,,13556154.2,,,,,,13556154.2,,,,,,,,
,26836120.79,,26836120.79,,,26836120.79,26836120.79,26836120.79,,,,,,,,,,,,
,,,,,,8424448.762,,,,8424448.762,,,,,,,,,,
,,,,,,12712400.37,,,,,,,,,,,,12712400.37,,
,,,4379711.885,,,4379711.885,,,,,,,,,,,,,,
,,,,,,4307989.186,,,,,,,,,,,,,,
,,,,,,40006846.27,,,,,40006846.27,,,40006846.27,,,,40006846.27,,
,,,,,,5136859.001,,,,,,,,5136859.001,,5136859.001,,,,
,,,14124274.1,14124274.1,,,,,,,,,,,,,,,,
,,,,,,5278720.941,,,,,,5278720.941,,,,,,,,
,63562001.83,63562001.83,63562001.83,,,,63562001.83,63562001.83,,,,,,,,,,,,
,,,,,,4237466.789,,,,,,,,4237466.789,4237466.789,,,4237466.789,,
,,,4358781.362,,,4358781.362,,,,,,,,,,,,,,
,92354231.71,92354231.71,92354231.71,,,,92354231.71,92354231.71,,,,92354231.71,,,,,,,,
,,,,,,5470012.585,,,,,,,,,5470012.585,,,,,
,,,11299419.28,,,,,11299419.28,,,,,,,11299419.28,,,,,
,,,,5011401.099,,5011401.099,,,,,,,,,,,,,,
,,,4307989.186,,,4307989.186,,,,,,,,,,,,,,
31230670.46,,,31230670.46,,,,31230670.46,,,,,,,,,,,,,
,,,4546168.224,4546168.224,,,,,,,,,,,4546168.224,,,,,
,,,8240090.344,,,8240090.344,,,,,,8240090.344,8240090.344,,,,,,,
,,,5668406.824,,,5668406.824,,,,,,,,,,,,,,
,,,,32117887.15,,32117887.15,,,,,,,,,32117887.15,,,32117887.15,,
,,,,,,4109487.201,,,,,,,,,,,,,,
,,,31918635.17,,,31918635.17,,,,,,,,,31918635.17,,,,,
,,,4222569.444,,,,,,,,,,,,4222569.444,,,,,
,,41315301.19,41315301.19,,,,41315301.19,,,,41315301.19,,,,,41315301.19,,,,
,,,3967884.777,3967884.777,,3967884.777,,,,,,,,,,,,,,
,,,,,,14120993.96,,,,,,,,,,,,,14120993.96,
,4981464.414,,,,,,,4981464.414,,,,,,,,,,,,
,,10496101.19,,,,10496101.19,,,,,,,,10496101.19,,10496101.19,,10496101.19,,
,,,8472596.377,8472596.377,,,,,,,,,,,,,,,,
,,,,,,4176167.582,,,,,,,,,,,,,,
,137717670.6,,,,,,,,,,,,,137717670.6,,137717670.6,,,,
113010898,,,,,,113010898,,113010898,,,,,,,,,,,113010898,
,,,,19832028.7,,,,,,,,,,,,,,19832028.7,,
,,,61569487.81,,,61569487.81,,,,,,,,,,,,,,
,60322420.63,,,,,,,,,,60322420.63,,,60322420.63,,,,,,
,,,30213664.6,30213664.6,,,,,,,,,,,30213664.6,,,,,
,,,20406264.57,,,,,,,,,,,,20406264.57,,,,,
,,,3730368.098,,,,,,,,,,,,3730368.098,,,,,
43250644.62,,,,43250644.62,,43250644.62,,,,,,,,,,,,43250644.62,,
,32437983.46,32437983.46,32437983.46,,,,32437983.46,,,,,,32437983.46,,,,,,,
,10593666.97,,10593666.97,,,10593666.97,,,,,,,,,10593666.97,10593666.97,,,,
33476548.44,33476548.44,,33476548.44,,,,33476548.44,,,,,,,,33476548.44,33476548.44,,,,
,,,,,3591553.455,,,,,,,,,,,,,,,
,,,,,,5406330.577,,,,,,,,,,,,5406330.577,,
12005632.98,,,,12005632.98,,12005632.98,,,,,,,,,,,,12005632.98,,
,,,,,,7571892.373,,,,,,,,,7571892.373,,,,,
3546810.55,,,,3546810.55,,3546810.55,3546810.55,3546810.55,,,,,,,,,,,,
,,,,,,3401044.094,,,,,,,,,,,,,,
,,,,,,16890277.78,,,,16890277.78,,,,,,,,,,
,,,,113368136.5,,113368136.5,,,,113368136.5,,,,,113368136.5,,,,,
,,,,,,47324327.33,,,,,,,,,,,,,47324327.33,
,,,,,,24720271.03,,,,,,,,,,,,,,
10593666.97,,,,,,,,,,,10593666.97,,,,,,,10593666.97,,
,,,4981464.414,,,4981464.414,,,,,,,,,,,,,,
,,,3433370.977,,,3433370.977,,,,,,,,,,,3433370.977,,,
,,,,,3346143.263,,,,,,,,,,,,,,,
,,,,,,3243798.346,,,,,,,,,,3243798.346,,3243798.346,,
,,,,,,80294717.89,,,,,,,,,80294717.89,,,,,
,,,,8205802.969,,8205802.969,,,,,,,,,8205802.969,,,8205802.969,,
,,,3792295.698,,,,,,,,,,,,,,,,,
,,,41854302.1,,,,,,,,,,,,,,41854302.1,,,
,,,,,,56497096.4,,,,,,,,,56497096.4,,,,,
,,,,,,3243798.346,,,,3243798.346,,,,,,,,,3243798.346,
3178100.091,,,,3178100.091,,3178100.091,,,,,,,,,,,,,,
,,,65646423.75,,,,65646423.75,,,,,,,,,,,,,
,9613438.735,,,,,9613438.735,,,,,,,,,,,,,,
38508228.82,38508228.82,,,,,,,,,,,,,,,38508228.82,,38508228.82,,
21186411.15,21186411.15,,,,,,,21186411.15,,,,,,,,21186411.15,,,,
,,,,,,28248548.2,,,,,,,,,,,,28248548.2,,
,,,,,,5576905.439,,,,,,,,,,,,,,
,,,20406264.57,,,20406264.57,,,,,,,,,20406264.57,,,,,
,,,,,,18515017.3,,,,,,,,,18515017.3,,,,,
,,,,21669636.49,,21669636.49,,,,,,,,21669636.49,,,,,,
,,,42374667.89,,,42374667.89,,,,,,,,,,,,,,
,,,,,,,,,,,37806217.62,,,37806217.62,,37806217.62,,,,
,,,3211788.715,,,,,,,,,3211788.715,,,,,,,,
5049550.173,,,,,,,,,,,,,,,,,,,,
,,,,51368590.01,,51368590.01,,,,,,,,,,,,,,
29326227.45,,,,29326227.45,,,,,,,,,,,,,,29326227.45,,
,,,3178100.091,,,,,,,,,,,,,,,,,
,,,,18096726.19,,18096726.19,,,,,,,18096726.19,,18096726.19,,,,,
4511338.71,,,4511338.71,,,,,,,,4511338.71,,,,,4511338.71,,,,
,,,3016121.032,,,3016121.032,3016121.032,,,,,,,,,,,,,
,,,18492692.41,,,18492692.41,,,,,,,,,18492692.41,,,,,
,,,,,,2919807.923,,,,,,,,,2919807.923,,,,,
,,,,,,3016121.032,,,,,,,,,,,,,,
9396377.06,9396377.06,,,,,9396377.06,,,,,,,,,,,,,,
,43250644.62,,43250644.62,,,,,,,,,,,,,43250644.62,,,,
,,,,,,2984294.479,,,,,,,,,,,,,,
36397359.15,36397359.15,,,,,,36397359.15,,,,,,,,,36397359.15,,,,
,,,3378055.556,,,,,,,,,,,,,,3378055.556,,,
2984294.479,2984294.479,,2984294.479,,,2984294.479,,,,,,2984294.479,,,,2984294.479,,,,
75769470.4,,,,,,75769470.4,,,,,,,,,,,,,75769470.4,
,,,11296795.17,,,,,11296795.17,,,,,,,11296795.17,,,,,
,,,21093128.75,,,21093128.75,,,,,,,,,21093128.75,,21093128.75,,,
,,,3178100.091,,,,,,,,,,,,3178100.091,,,,,
12134996.44,,,,12134996.44,,,,,,,12134996.44,,,,,12134996.44,,12134996.44,,
,,,,,,7028229.75,,,,,,,,,,,,,,
,,,,,2788452.719,,,,,,,,,,,,,,,
,,,20600952.89,,,,,,,,,,,,,,,,,
,,,24128968.25,,,,,,,,,,,,,,,,,
43250644.62,,,,,,,,,,,,,,,,43250644.62,,43250644.62,,
,,,,,,19832028.7,,,,,,,,,,,,,,
,,,,,,75769470.4,,,,,,,,75769470.4,,,,75769470.4,,
,,,,,2824198.792,,,,,,,,,,,,,,,
,,,,5136859.001,,5136859.001,,,,,,,,5136859.001,,,,5136859.001,,
,,,,,,20281854.57,,,,,,,,,,,,,,
,21187333.94,,,,,21187333.94,,,,,21187333.94,,,21187333.94,,,,21187333.94,,
,,,22536421.95,,,,,22536421.95,,,22536421.95,,,,,,,,,
,16945192.75,16945192.75,16945192.75,,,,16945192.75,,,,,,,,,,,,,
57440620.78,57440620.78,,57440620.78,,,,,,,,,,,,,,,57440620.78,,
,,,34256338.03,,,,,,,,,,,,,,,,,
,,,,,,3305338.117,,,,,,,,,3305338.117,,,,,
,,,,2738963.964,,2738963.964,,,,,,,,,2738963.964,,,2738963.964,,
,,,,13521236.38,,13521236.38,,,,,,,,,,,,13521236.38,,
,,,5576905.439,,,5576905.439,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,70571606.22,,70571606.22,,
51368590.01,,,,,,,,,,,,,,,,,,51368590.01,,
,,,21154163.95,,,21154163.95,,,,,,,,,21154163.95,,,,,
,,,10273718,,,10273718,,,,,,,,,,,,,,
,,,12875595.55,,,,,,,,,,,,12875595.55,,,,,
3243798.346,,,3243798.346,,,,,,,,,,,,,,,3243798.346,,
,,,6164230.802,,,6164230.802,,,,,,,,,,,,,,
,,,,,,2649101.983,,,,,,,2649101.983,,,,,,,
,,,16225483.66,,,,,,,,,,,,,,,,,
,,,2788452.719,2788452.719,,2788452.719,,,,,,,,,,,,,,
,15683829.37,,,,,15683829.37,,,,,,,,,,15683829.37,,,,
,,24907322.07,,,,,24907322.07,24907322.07,,,,,,24907322.07,,,,,,
,,,8759423.77,,,8759423.77,,8759423.77,,,,,,,8759423.77,,,,,
,,,10440418.96,,,10440418.96,,,,,,,,,,,,,,
22968921.7,,,,22968921.7,,22968921.7,,,,,,,,,,,,22968921.7,,
48067193.68,,,48067193.68,48067193.68,,,48067193.68,,,,,,,,,,,,,
2259359.034,,,,2259359.034,,2259359.034,,,,,,,,,,,,,,
,,,,,,17005220.47,,,,,,,,,,,17005220.47,,,
,,,,,,2259359.034,,,,,,,,,,,,,,
,,,,,,3346143.263,,,,,,,,3346143.263,,,,3346143.263,,
13868567.36,,,,13868567.36,,,,,,,,,,,,13868567.36,,13868567.36,,
,,,,,,2181523.157,,,,,,,,2181523.157,,,,,,
,,,,,,2412896.825,,,,,,,,,,,,,,
,,,,2154932.073,,2154932.073,,,,,,,,,,,,,,
,,,2704247.276,2704247.276,,2704247.276,,,,,,,,,,,,,,
45347254.59,,,,45347254.59,,,,,,,,,,,,,,45347254.59,,
,,,,5150238.221,,5150238.221,,,,,,,,,,,,5150238.221,,
,,,,,,2580708.016,,,,,,,,,,,,,,
,,,,,,,,,,,2230762.176,,,,,,,2230762.176,,
,,,,,,2644270.494,,,,,,,,,2644270.494,,,,,
,,,2118733.394,,,,,2118733.394,,,,,2118733.394,,,2118733.394,,,,
,,,2163397.821,,,,,,,,2163397.821,,2163397.821,,,,,,,
,,,,28766410.41,,28766410.41,,,,,,,,28766410.41,,,,28766410.41,,
,,,71623067.48,,,71623067.48,,71623067.48,,,,,,,71623067.48,,,,,
,,,2060022.586,,,2060022.586,,,,,,,,,,,,,,
16437948.8,,,,,,16437948.8,,16437948.8,,,,,,16437948.8,,,,16437948.8,,
,,,7342916.86,,,,,,,,,,,,,,,,,
,,,,2783327.465,,2783327.465,,,,,2783327.465,,,,,,,2783327.465,,
,,,,,,,,,,,43250644.62,,,43250644.62,,,,,,
,,,,,,5136859.001,,,,,,,,,,,,,,
,,,3487025.09,,,3487025.09,,,,,,,,,,,,,,
,,,,,,2028185.457,,,,,,,,,,,,,,
,,,4692196.392,4692196.392,,,,,,,,,,,4692196.392,,,4692196.392,,
,,,8923048.702,,,8923048.702,,,,,,,,,8923048.702,,,,,
,,,,5130790.651,,,,,,,5130790.651,5130790.651,,,,,,5130790.651,,
,,,,2524775.087,,2524775.087,,,,,,,,,,,,2524775.087,,
,,,,,,3649759.904,,,,,,,,,,,,,,
,,,14366213.82,,,,,,,,,,,,,14366213.82,,,,
,1802583.377,,1802583.377,,,,,,,,1802583.377,,,,,,,,,
,,,1868049.155,,,1868049.155,,,,,,,,,,,,,,
,,,5839615.846,,,,,,,,,,,,,,,,,
,,,2118641.115,,,,,,,,2118641.115,,,2118641.115,,,,,,
,,,1868049.155,,,,,,,,,,1868049.155,,1868049.155,,,,,
,,,,,,85938791.04,,,,,,,,,,,,,,
,,,6200637.349,,,,,,,,,,,,,,,,,
11153810.88,,,11153810.88,,,,,,,,,,,,11153810.88,,,,,
,,,,,,2895476.19,,,,,2895476.19,,,2895476.19,,,,2895476.19,,
,,,,,,1896147.849,,,,,,,,,,,,,1896147.849,
,,,,,,,,1694519.275,,,1694519.275,,,,,,,,,
,,,,,,1700522.047,,,,,,,,,,,,,,
,,,,,2490732.207,,,,,2490732.207,,,,,,,,,,
,64517700.4,,,64517700.4,,64517700.4,,,,,,,,,,,,,,64517700.4
,,,23176072,23176072,,,,,,,,,,,,,,,,
,,,,,,2704247.276,,,,2704247.276,,,,,,,,,2704247.276,
,,,,,,6180067.758,,,,,,,,,,,,,,
,,,,,,8759423.77,,,,,,,,,8759423.77,,,,,
,,,6802088.189,,,,,,,,,,,,6802088.189,,,,,
27884527.19,,,,27884527.19,,27884527.19,,,,,,,,27884527.19,,,,27884527.19,,
,,90483630.95,90483630.95,,,,90483630.95,90483630.95,,,,,,90483630.95,,,,,,
,,,1751884.754,,,,,,,,,,,,,,,,,
,,,1589050.046,,,,,,,,1589050.046,,,,,,,,,
,,,60550902.46,,,,,,,,,,,,60550902.46,,,,,
,,,1809672.619,,,,,,,,,,,,1809672.619,,,,,
,,,1648018.069,,,,,,,,,1648018.069,,,,,,,,
,,,1759573.647,,,,,1759573.647,,,,,,,,,,,,
,,,,,,,,,,,2060022.586,,,2060022.586,,,,,,
,,,8211343.687,,,,,,,,,,,,,,8211343.687,,,
,,,,60322420.63,,,,,,,,,,,,,,60322420.63,,
,,,24852949.37,24852949.37,,,,,,,,,,,,,,24852949.37,,
,,,,,,2060022.586,,,,,,,,,,,,,,
,,,41094872.01,,,,,,,,,,,,,,,,,
146939294.2,146939294.2,146939294.2,146939294.2,,,,146939294.2,,,,,,,,,,,,,
,,,,,,1949700.447,,,,,,,,,,,,,,
,,,1492147.239,1492147.239,,,,,,,,,,,,,,,,
,,,31781000.91,,,,,,,,,,,,31781000.91,,,,,
,,,1539237.195,,,,,,,,,,,,,,,,,
,,,,,,2648416.743,,2648416.743,,,2648416.743,,,,,,,2648416.743,,
,,,,1809672.619,,1809672.619,,,,,,,,,,,,,,
,,,,,,,,,,,,,,31587012.99,,,,31587012.99,,
,,,1407658.918,,1407658.918,,,,,,,,,,,,,,,
24128968.25,,,,,,24128968.25,,,,,,,,,,,,24128968.25,,
1412427.41,,,1412427.41,,,,,1412427.41,,,,,,,,1412427.41,,,,
,,,,,,16218991.73,,,,,,,,,16218991.73,,,,,
,,,25423693.38,25423693.38,,,,,,,,,,,,,,,,
,,,23460981.96,,,23460981.96,,,,,,,,,,,,,,
,,,1322135.247,,,,,,,,,,,,,,,,,
,,,,,1297519.338,,,,,,,,,,,,,,,
,,,,,,6355923.345,,,,,,,,,,,,,,
,,,65920722.76,,,,,65920722.76,,,,,,,65920722.76,,,,,
,,,,,,,,,,,2346098.196,,,,,,,,,
,,,3082115.401,,,3082115.401,,,,,3082115.401,,,,,,,,,
21881384.08,,,,21881384.08,,21881384.08,,,,,,,,,21881384.08,,,21881384.08,,
1206448.413,,,,,,1206448.413,,,,,,,,,,,,,,
,,,1206448.413,,,1206448.413,,,,,,,,,,1206448.413,,,,
,,,,1206448.413,,1206448.413,,,,,,,,,,,,1206448.413,,
,2644270.494,,,,,,,,,,,,,,,,,,,
,,,,11191104.29,,11191104.29,,,,,,,,,,,,,,
,,,,,,25423693.38,,,,,,25423693.38,,,25423693.38,,,,,
,,,,,,,,,,,,,,,,1226919.197,,1226919.197,,
,,,65106692.16,,,65106692.16,,,,,,,,,65106692.16,,,,,
,,,,,,1255329.032,,,,,,,,,1255329.032,,,,,
,,,,,,9613438.735,,,,,,,,,,,,,,
,,,9613438.735,,,9613438.735,,,,,,,,,,,,,,
,,,,,,1115502.001,,1115502.001,,,,,,,,1115502.001,,,,
,,,,,,8223837.701,,,,,,,,,,,,,,
,,,,6975717.017,,6975717.017,,,,,,,,,6975717.017,,,6975717.017,,
,,,5648397.585,,,5648397.585,,,,,,,,,,,,,,
,,,,,,18138901.84,,18138901.84,,,,,,18138901.84,,,,18138901.84,,
,,,1206448.413,,,1206448.413,,1206448.413,,,,,,,1206448.413,,,,,
,,,,,,,,27884527.19,,,27884527.19,,,,,,,27884527.19,,
,,,,,,7576947.04,,,,,,,,,,,,,,
,,,,,5576905.439,,,,,,,,,,,,,,,
,,,,,1206448.413,,,,,,,,,,,,1206448.413,,,
,,,20600225.86,,,,,,,,,,,,,,,,,
,,,,,,1044503.067,,,,,,,,,,,,,,
,,,,25366503.07,,25366503.07,,,,,,,,,,,,25366503.07,,
,,,3966405.74,,3966405.74,,,,,,,,,,,,,,,
,,,,,2346098.196,,,,,2346098.196,,,,,,,,,,
,,,,,,14163155.11,,,,,,,,,,,,,,
,,,,,,1897875.15,,,,,,,,,,,,,,
,,,,1016711.565,,1016711.565,,,,,1016711.565,,,,,,,1016711.565,,
,,,1005577.487,,,,,,,,,,,,,,,,,
,,,,,,1868049.155,,,,,,,,,,,,,,
,,,,,,1026158.13,,,,,,,,,,1026158.13,,,,
1059366.697,,,,,,1059366.697,,,,,,,,,,,,,,
,,,,,,1167923.169,,,,,,,,,,,,1167923.169,,
,,,1322135.247,,,1322135.247,,,,,,,,,1322135.247,,,,,
,,,,,,1014092.728,,,,,,,,,,,,,,
,,,953430.0274,,,,,953430.0274,,,,,,,,,,953430.0274,,
,,,2015207.138,,,2015207.138,,,,,,,,,,,,,,
,,,1621899.173,,1621899.173,,,,,,,,,,,,,,,
,,,,,1027371.8,,,,,,,,,,,,,,,
,,,,,,2188851.244,,,,,,,,,2188851.244,,,,,
,,,,,,,,,,,1020313.228,,,,,,,,,
,,,,895359.9019,,895359.9019,,,,,,,,,,,,895359.9019,,
,,,,,,895288.3436,,,,,,,,,,,,,,
26769146.11,,,,26769146.11,,26769146.11,,,,,,,,,,,,26769146.11,,
,,,,1173049.098,1173049.098,,,,,,,,,,,,,,1173049.098,
,,,,1113123.016,,1113123.016,,,,,,,,,,,,1113123.016,,
,102548115.1,102548115.1,102548115.1,,,,102548115.1,,,,,,,,,,,,,
,,,1515389.408,,,1515389.408,,,,,,,,,,,,,,
,,,22598838.56,22598838.56,,,,,,,,,,22598838.56,,,,,,
,,,1412427.41,,,,,,,,,,,,1412427.41,,,,,
,,,,,,1287559.555,,,,,,,,,1287559.555,,,,,
,1044041.896,,,,1044041.896,1044041.896,,,,,,,,,,,,,,
,,,,,,,,,,,,,,23358463.39,,23358463.39,,23358463.39,,
,,,,,,,,,,,810949.5866,,,,,,,,,
,,,,,,3903833.807,3903833.807,,,,,,,,,,,,,
,,,,,,1352123.638,,,,,,,,,,,,,,
,,,,,,90374361.36,,,,,,,,,,90374361.36,,90374361.36,,
,,119036543.3,,,,,119036543.3,119036543.3,,,,,119036543.3,,119036543.3,,,,,
,,,,,,724997.7071,,,,,724997.7071,,,,,724997.7071,,,,
,,,6487596.692,6487596.692,,,,,,,,,,,,,,6487596.692,,
,,,,,,,,,,,,,,703829.4589,,,,703829.4589,,
,,,,,2346098.196,,,,,,,,,,,,,,2346098.196,
,,,,,,676061.819,,,,,,,,,,,676061.819,,,
,,,,,,1120829.493,,,,,,,,,,,,1120829.493,,
,,,1271240.037,,,1271240.037,,,,,,,,,,,,,,
,,,,,,2512056.969,,2512056.969,,,,,,,,,,,,
,,,1515389.408,,,,,,,,,,,,,1515389.408,,,,
,,,,39851715.31,,39851715.31,,,,,,,,,,,,39851715.31,,
,,,5109663.866,5109663.866,,,,,,,,,,,,,,5109663.866,,
,,,,56789192.8,,56789192.8,,,,,,,,56789192.8,,,,56789192.8,,
